Ano Letivo;RA;Fase;Turma;Nome;Idade;Gênero;Ano ingresso;Instituição de ensino;Pedra;INDE;Nº Av;IAA;IEG;IPS;IDA;IPV;IAN;IPP;Mat;Por;Ing;Fase Ideal;Defasagem;Destaque IEG;Destaque IDA;Destaque IPV;Atingiu PV;REC AV
2023;RA-777;1;1N;Aluno-777;12;Feminino;2022;Pública;Ametista;7,5;3;0;9,3;7,5;6,3;8,8;10;8,3;5,3;7,3;6,3;Fase 1 ;0;Boa entrega;Empenhar mais;Boa integração;Sim;Promovido fase
2022;RA-229;3;E;Aluno-229;12;Masculino;2022;Escola Pública;Topázio;8,6;4;10;9,4;7,5;6,9;8,5;10;8,9;7;6,7;7,2;Fase 3 ;0;Boa entrega;Empenhar mais;Boa integração;Sim;Promovido com bolsa
2023;RA-764;1;1N;Aluno-764;12;Masculino;2022;Pública;Ametista;7,7;3;0;9,2;7,5;7,8;8,6;10;8,3;6;9,5;7,9;Fase 1 ;0;Boa entrega;Boas notas;Boa integração;Sim;Promovido fase
2022;RA-230;3;E;Aluno-230;14;Masculino;2022;Escola Pública;Agata;6,3;4;7,9;5,1;7,5;5,7;6,8;5;7,4;3,7;4,3;9;Fase 4 ;-1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2022;RA-231;3;E;Aluno-231;14;Masculino;2022;Escola Pública;Agata;6,1;4;8,8;7,4;7,5;3,8;5,3;5;6,7;3;4,5;3,9;Fase 4 ;-1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2022;RA-232;3;E;Aluno-232;12;Masculino;2022;Escola Pública;Quartzo;4,2;4;0;4,9;7,5;0;4,5;10;5,7;0;0;0;Fase 3 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2023;RA-754;0;ALFA M - G0/G1;Aluno-754;12;Masculino;2022;Pública;Agata;6,1;2;9,5;6,1;2,5;5,6;6,7;5;6,9;5,7;5,4;5,7;Fase 2 ;-2;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2022;RA-234;3;E;Aluno-234;13;Masculino;2022;Escola Pública;Agata;6,7;4;10;7,6;5,6;4,3;5,6;10;6,4;3,7;6,3;2,8;Fase 3 ;0;Boa entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2023;RA-494;2;2A;Aluno-494;12;Feminino;2022;Privada;Ametista;7,1;3;6,9;9;2,5;6,8;8,7;5;7,7;6,3;7,3;6,8;Fase 3 ;-1;Boa entrega;Empenhar mais;Boa integração;Sim;Promovido fase
2022;RA-264;3;I;Aluno-264;15;Feminino;2022;Escola Pública;Ametista;7,1;4;10;9,2;5,6;5,8;6,6;5;7,2;6;5,5;5,9;Fase 5 ;-2;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2023;RA-792;0;ALFA L - G2/G3;Aluno-792;10;Feminino;2022;Pública;Ametista;7,6;2;9;7,7;7,5;7,2;9,1;5;6,9;6,8;7,5;7,3;Fase 2 ;-2;Boa entrega;Empenhar mais;Boa integração;Sim;Promovido fase
2023;RA-518;2;2D;Aluno-518;11;Masculino;2022;Pública;Ametista;7,6;3;8,5;8,5;5;6,7;6,9;10;8,1;5,5;7,8;6,8;Fase 2 ;0;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2022;RA-302;3;M;Aluno-302;16;Masculino;2022;Escola Pública;Agata;6,3;4;9,2;7,7;6,9;4,8;6,2;2,5;7;4,3;5;5;Fase 6 ;-3;Boa entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2022;RA-307;3;M;Aluno-307;14;Masculino;2022;Escola Pública;Quartzo;4,7;4;5,4;4,5;7,5;2,5;4,7;5;5,7;5;0;2,5;Fase 4 ;-1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2023;RA-526;2;2D;Aluno-526;12;Masculino;2022;Pública;Topázio;8,1;3;9,5;9,8;5;8,8;7,8;5;8,8;8,3;9,3;8,8;Fase 3 ;-1;Boa entrega;Boas notas;Boa integração;Não;Promovido fase
2022;RA-309;3;M;Aluno-309;14;Feminino;2022;Escola Pública;Agata;6,2;4;9,2;5,2;7,5;6,5;5,1;5;6,7;7;6;6,5;Fase 4 ;-1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2024;RA-320;5;5M;Aluno-320;15;Feminino;2022;Privada - Programa de Apadrinhamento;Topázio;8,4;4;9,2;10;7,5;6,7;8,4;10;7,7;7,5;5,5;7;Fase 5 ;0;Boa entrega;Empenhar mais;Boa integração;Sim;Promovido com bolsa
2024;RA-286;5;5M;Aluno-286;16;Feminino;2022;Pública;Quartzo;5,1;4;6,7;4;6,3;3,2;5,8;5;7,3;5;0;4,5;Fase 6 ;-1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2024;RA-316;5;5M;Aluno-316;15;Feminino;2022;Privada - Programa de Apadrinhamento;Topázio;8,7;4;9,2;10;7,5;8;8,4;10;7,7;8,5;7;8,5;Fase 5 ;0;Boa entrega;Boas notas;Boa integração;Sim;Promovido com bolsa
2024;RA-271;5;5M;Aluno-271;17;Feminino;2022;Pública;Ametista;7,4;4;9,2;9;6,3;7,3;6,7;5;7,5;5;7,5;9,5;Fase 6 ;-1;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2022;RA-310;3;M;Aluno-310;15;Feminino;2022;Escola Pública;Agata;6,4;4;7,9;7,5;7,5;4,5;6;5;7,6;3,7;3,8;6;Fase 5 ;-2;Boa entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2022;RA-311;3;N;Aluno-311;16;Feminino;2022;Escola Pública;Quartzo;5,7;3;7,9;5,6;5;5,2;6,2;2,5;7,6;5;6,2;4,3;Fase 6 ;-3;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2022;RA-312;3;N;Aluno-312;13;Feminino;2022;Escola Pública;Ametista;7,3;3;9,6;8,1;7,5;5,2;6,2;10;6,9;6;4,5;5;Fase 3 ;0;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2023;RA-363;2;2F;Aluno-363;13;Masculino;2022;Pública;Agata;6,7;3;0;9,9;2,5;6,8;8,7;5;8,5;6,8;6,8;6,8;Fase 3 ;-1;Boa entrega;Empenhar mais;Boa integração;Sim;Manter atual com bolsa
2022;RA-313;3;N;Aluno-313;14;Feminino;2022;Escola Pública;Quartzo;5,8;3;7,5;7;5;4,1;5,9;5;6,5;4,7;5;2,5;Fase 4 ;-1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2023;RA-539;2;2F;Aluno-539;12;Feminino;2022;Pública;Ametista;7,8;3;9,5;8,6;2,5;8,5;8,8;5;9,2;7,2;9,7;8,6;Fase 3 ;-1;Boa entrega;Boas notas;Boa integração;Sim;Promovido fase
2024;RA-319;5;5L;Aluno-319;15;Masculino;2022;Pública;Ametista;7,9;3;9,6;9;7,5;5,8;7,7;10;7,3;4;5;8,5;Fase 5 ;0;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2023;RA-574;2;2F;Aluno-574;12;Masculino;2022;Pública;Ametista;7,9;3;6,9;8,2;5;8,1;8,2;10;7,9;7,7;8,5;8,1;Fase 2 ;0;Boa entrega;Boas notas;Boa integração;Não;Promovido fase
2023;RA-369;2;2F;Aluno-369;12;Masculino;2022;Pública;Agata;6;3;10;4,1;5;4;7,7;5;8,5;5;3;4;Fase 3 ;-1;Melhorar entrega;Empenhar mais;Boa integração;Não;Manter atual com bolsa
2023;RA-741;0;ALFA J - G2/G3;Aluno-741;11;Feminino;2022;Pública;Agata;6,3;2;9,5;6,9;4,4;5,1;7,1;5;5,6;4,2;6;5,1;Fase 2 ;-2;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2023;RA-704;0;ALFA J - G2/G3;Aluno-704;12;Masculino;2022;Pública;Agata;6,8;2;10;9,9;3,1;6,1;6,3;5;5,6;6,5;5,7;6,1;Fase 2 ;-2;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2023;RA-859;0;ALFA J - G2/G3;Aluno-859;8;Feminino;2022;Pública;Topázio;8,6;2;8;9,2;7,5;7,3;10;10;7,5;6,8;7,8;7,3;Fase 0 ;0;Boa entrega;Empenhar mais;Boa integração;Sim;Promovido com bolsa
2023;RA-538;2;2G;Aluno-538;13;Masculino;2022;Pública;Agata;6,4;3;7,4;8,6;2,5;4,7;7,4;5;7,9;3,5;5,8;4,8;Fase 3 ;-1;Boa entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2023;RA-365;2;2G;Aluno-365;10;Feminino;2022;Pública;Topázio;8,7;3;10;9,9;2,5;8,7;9;10;9;8,2;9,2;8,7;Fase 2 ;0;Boa entrega;Boas notas;Boa integração;Sim;Promovido com bolsa
2023;RA-856;0;ALFA J - G2/G3;Aluno-856;12;Masculino;2022;Pública;Ametista;7,3;2;0;9,6;7,5;7,3;8,3;10;5,6;7,5;7;7,4;Fase 0 ;0;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2022;RA-314;3;N;Aluno-314;13;Feminino;2022;Escola Pública;Agata;6,1;3;5,4;5,4;5;5,3;6;10;7,2;4,3;3,3;8,3;Fase 3 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2023;RA-700;0;ALFA J - G2/G3;Aluno-700;9;Feminino;2022;Pública;Topázio;8,3;2;9,5;9,7;7,5;7,8;9,8;5;6,2;7,5;8;7,9;Fase 1 ;-1;Boa entrega;Boas notas;Boa integração;Sim;Promovido com bolsa
2023;RA-854;0;ALFA J - G2/G3;Aluno-854;12;Feminino;2022;Pública;Agata;6,6;2;0;9,5;3,8;6;8;10;5,6;7,5;4,5;6;Fase 0 ;0;Boa entrega;Empenhar mais;Boa integração;Não;Manter atual com bolsa
2023;RA-325;2;2D;Aluno-325;11;Masculino;2022;Pública;Agata;6,2;3;0;7,1;5;5,6;7;10;8,1;3,8;7,3;5,7;Fase 2 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2022;RA-300;3;M;Aluno-300;14;Masculino;2022;Escola Pública;Quartzo;5,6;4;5,4;6,9;6,3;3,1;5,9;5;7,5;2,7;4,8;1,7;Fase 4 ;-1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2023;RA-350;2;2D;Aluno-350;12;Feminino;2022;Pública;Ametista;8;3;10;9,7;2,5;9;7,9;5;9;8,8;9,2;9;Fase 3 ;-1;Boa entrega;Boas notas;Boa integração;Não;Promovido fase
2023;RA-324;2;2D;Aluno-324;12;Feminino;2022;Pública;Ametista;7,6;3;5,8;9;2,5;8,4;7,6;10;8,1;8;8,7;8,5;Fase 2 ;0;Boa entrega;Boas notas;Boa integração;Não;Promovido fase
2022;RA-269;3;K;Aluno-269;13;Masculino;2022;Escola Pública;Topázio;8,2;4;9,2;8,6;6,3;8,9;7,2;10;7,1;8,7;9,5;8,5;Fase 3 ;0;Boa entrega;Boas notas;Integra-se mais;Não;Promovido com bolsa
2023;RA-789;0;ALFA L - G2/G3;Aluno-789;8;Feminino;2022;Pública;Ametista;8;2;0;9,5;7,5;7,9;10;10;7,5;8,5;7,2;8;Fase 0 ;0;Boa entrega;Boas notas;Boa integração;Sim;Promovido fase
2022;RA-271;3;K;Aluno-271;15;Feminino;2022;Escola Pública;Ametista;7,3;4;9,2;8,5;5,6;7,1;7;5;8;6,3;6,5;8,3;Fase 5 ;-2;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2023;RA-490;2;2A;Aluno-490;12;Feminino;2022;Privada;Ametista;7,4;3;7,9;7,9;2,5;5,8;9;10;8,5;2,8;8,7;5,9;Fase 2 ;0;Boa entrega;Empenhar mais;Boa integração;Sim;Promovido fase
2023;RA-491;2;2A;Aluno-491;12;Masculino;2022;Pública;Ametista;7,6;3;9,5;9,6;2,5;5;8,3;10;7,7;3,3;6,7;5;Fase 2 ;0;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2023;RA-484;2;2B;Aluno-484;12;Masculino;2022;Pública;Quartzo;5,5;3;6,4;7,5;2,5;3,6;6,8;5;5,4;3,2;4;3,6;Fase 3 ;-1;Boa entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2023;RA-508;2;2B;Aluno-508;10;Masculino;2022;Pública;Ametista;7,7;3;6,4;8,6;2,5;7,5;8,7;10;8,3;6,2;8,7;7,6;Fase 2 ;0;Boa entrega;Boas notas;Boa integração;Sim;Promovido fase
2023;RA-495;2;2B;Aluno-495;12;Masculino;2022;Privada;Ametista;7,4;3;9;8,4;2,5;7,4;8,8;5;8,5;6;8,8;7,4;Fase 3 ;-1;Boa entrega;Empenhar mais;Boa integração;Sim;Promovido fase
2023;RA-756;0;ALFA K - G0/G1;Aluno-756;12;Masculino;2022;Pública;Ametista;7,1;2;10;8,7;7,5;6,1;6,6;5;5,6;5,4;6,8;6,1;Fase 2 ;-2;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2024;RA-171;6;6L;Aluno-171;18;Masculino;2022;Pública;Ametista;7,3;5;7,5;7,8;5,6;8,3;7,6;5;7,6;7;8;10;Fase 7 ;-1;Boa entrega;Boas notas;Boa integração;Não;Promovido fase
2022;RA-284;3;L;Aluno-284;13;Masculino;2022;Escola Pública;Quartzo;5,9;4;6,7;5,1;5,6;3,8;6;10;6,9;7;4,5;0;Fase 3 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2023;RA-531;2;2B;Aluno-531;11;Masculino;2022;Pública;Topázio;8,3;3;9,5;10;2,5;7,7;8,6;10;8,8;6,3;9;7,8;Fase 2 ;0;Boa entrega;Boas notas;Boa integração;Sim;Promovido com bolsa
2022;RA-286;3;L;Aluno-286;15;Feminino;2022;Escola Pública;Quartzo;5,4;4;7,1;5,8;6,3;3;5,6;5;6,8;4,7;2,3;2;Fase 5 ;-2;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2023;RA-664;1;1L;Aluno-664;11;Feminino;2022;Pública;Topázio;8,1;3;9;9,6;7,5;8;8,1;5;7,9;8;8;8;Fase 2 ;-1;Boa entrega;Boas notas;Boa integração;Não;Promovido fase
2022;RA-287;3;L;Aluno-287;17;Feminino;2022;Escola Pública;Quartzo;3,7;4;7,9;3,4;5;1,1;4,3;2,5;4;0,7;2,5;0,2;Fase 7 ;-4;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Alocado fase anterior
2022;RA-288;3;L;Aluno-288;16;Feminino;2022;Escola Pública;Quartzo;4,1;4;0;5,6;6,3;0;6,8;2,5;7,4;0;0;0;Fase 6 ;-3;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2024;RA-125;6;6A;Aluno-125;17;Feminino;2022;Privada;Agata;6,6;5;8,3;5,6;7,5;6,2;7,2;5;7,3;3;7;8,5;Fase 7 ;-1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2022;RA-290;3;L;Aluno-290;17;Feminino;2022;Escola Pública;Quartzo;4,9;4;10;3,9;6,3;1,7;6;2,5;7;1;2,3;1,8;Fase 7 ;-4;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2022;RA-291;3;L;Aluno-291;13;Masculino;2022;Escola Pública;Topázio;8,1;4;8,3;8,2;6,9;8;7,8;10;7,8;8;7,5;8,5;Fase 3 ;0;Boa entrega;Boas notas;Boa integração;Não;Promovido fase
2022;RA-292;3;L;Aluno-292;16;Masculino;2022;Escola Pública;Quartzo;4,8;4;7,9;3,7;7,5;1,8;6,3;2,5;6,5;0;5;0,5;Fase 6 ;-3;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2022;RA-293;3;L;Aluno-293;13;Masculino;2022;Escola Pública;Quartzo;4,9;4;8,8;2,9;7,5;2,3;3,3;10;5,7;2;3,8;1;Fase 3 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2022;RA-294;3;L;Aluno-294;18;Feminino;2022;Escola Pública;Quartzo;5;4;9,6;5,8;7,5;0;5,9;2,5;7;0;0;0;Fase 8 ;-5;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2022;RA-295;3;M;Aluno-295;14;Feminino;2022;Escola Pública;Ametista;7,3;4;7,9;8;7,5;6,9;7,4;5;8;5,3;7,7;7,7;Fase 4 ;-1;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2024;RA-85;5;5N;Aluno-85;17;Masculino;2022;Pública;Agata;7;3;8,3;8,7;3,8;7,7;7;5;6,2;9;4,5;9,5;Fase 7 ;-2;Boa entrega;Boas notas;Integra-se mais;Não;Promovido fase
2022;RA-840;0;V;Aluno-840;8;Masculino;2022;Escola Pública;Ametista;7,9;2;9;8,2;7,5;7,8;7,5;10;5,5;9,6;5,9;7,9;Fase 0 ;0;Boa entrega;Boas notas;Boa integração;Não;Promovido fase
2024;RA-1195;5;5N;Aluno-1195;18;Feminino;2022;Pública;Ametista;7,5;3;9,6;9,9;5,6;6,2;7,7;5;7,5;8;5;5,5;Fase 7 ;-2;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2024;RA-321;5;5N;Aluno-321;14;Feminino;2022;Pública;Topázio;8,1;3;7,9;9,5;6,3;7,2;7,8;10;8,1;6;6;9,5;Fase 4 ;1;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2022;RA-297;3;M;Aluno-297;13;Feminino;2022;Escola Pública;Ametista;7,5;4;7,1;7,9;6,3;6,6;7,4;10;7,8;6,3;5,3;8,2;Fase 3 ;0;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2023;RA-348;2;2B;Aluno-348;12;Masculino;2022;Pública;Agata;6,8;3;10;8,7;2,5;4,4;8;5;8,5;2;6,7;4,5;Fase 3 ;-1;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2023;RA-663;1;1L;Aluno-663;11;Masculino;2022;Pública;Agata;7;3;6,9;7,4;7,5;7;7,4;5;6,7;6,7;7,3;7;Fase 2 ;-1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2023;RA-790;1;1L;Aluno-790;12;Masculino;2022;Pública;Agata;6,7;3;0;8,1;7,5;7,4;8,3;5;7,1;7,2;7,5;7,5;Fase 3 ;-2;Boa entrega;Empenhar mais;Boa integração;Não;Manter atual com bolsa
2023;RA-587;1;1L;Aluno-587;12;Masculino;2022;Pública;Agata;6;3;8,5;7;7,5;2,7;6,7;5;6,5;2,2;3,2;2,7;Fase 2 ;-1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2022;RA-75;5;F;Aluno-75;16;Feminino;2022;Escola Pública;Quartzo;3,9;4;5,4;3,8;6,3;0;4,6;5;5,5;0;0;0;Fase 6 ;-1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Alocado fase anterior
2022;RA-82;5;K;Aluno-82;17;Feminino;2022;Escola Pública;Agata;6,6;4;8,8;6,8;7,5;5,5;6,4;5;7,3;6;5;5,5;Fase 7 ;-2;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2022;RA-83;5;K;Aluno-83;17;Feminino;2022;Escola Pública;Agata;6,7;4;7,9;6,8;7,5;6,8;6;5;7,4;6;7,5;6,9;Fase 7 ;-2;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2023;RA-705;0;ALFA V - G0/G1;Aluno-705;10;Masculino;2022;Pública;Agata;7;2;0;8,3;6,9;8,8;8,2;5;7,5;8,9;8,6;8,9;Fase 2 ;-2;Boa entrega;Boas notas;Boa integração;Não;Promovido fase
2022;RA-85;5;K;Aluno-85;15;Masculino;2022;Escola Pública;Agata;6,2;4;6,7;7,3;5;4,3;5,8;10;5,5;5;3,5;4,4;Fase 5 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2023;RA-729;0;ALFA V - G0/G1;Aluno-729;12;Feminino;2022;Pública;Ametista;7,3;2;8;9,1;3,8;8,6;7;5;6,6;8,2;8,9;8,7;Fase 1 ;-1;Boa entrega;Boas notas;Integra-se mais;Não;Promovido fase
2024;RA-62;8;8F;Aluno-62;18;Feminino;2022;Privada *Parcerias com Bolsa 100%;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5;6,2;6,4;6,6;Fase 8 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Alocado fase anterior
2024;RA-19;8;8F;Aluno-19;20;Feminino;2022;Privada *Parcerias com Bolsa 100%;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5;6,2;6,4;6,6;Fase 8 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Alocado fase anterior
2024;RA-59;8;8F;Aluno-59;19;Masculino;2022;Privada *Parcerias com Bolsa 100%;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5;6,2;6,4;6,6;Fase 8 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Alocado fase anterior
2024;RA-155;8;8F;Aluno-155;18;Masculino;2022;Privada *Parcerias com Bolsa 100%;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5;6,2;6,4;6,6;Fase 8 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Alocado fase anterior
2023;RA-734;1;1A;Aluno-734;11;Feminino;2022;Pública;Ametista;7,3;3;8,5;8;7,5;6,9;7,4;5;7,3;6,8;7;6,9;Fase 2 ;-1;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2023;RA-687;1;1A;Aluno-687;10;Masculino;2022;Pública;Ametista;7,6;3;8;9;7,5;6,9;8,2;5;7,5;6,7;7;7;Fase 2 ;-1;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2024;RA-26;8;8F;Aluno-26;19;Masculino;2022;Privada *Parcerias com Bolsa 100%;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5;6,2;6,4;6,6;Fase 8 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Alocado fase anterior
2023;RA-688;1;1A;Aluno-688;10;Masculino;2022;Pública;Topázio;8;3;8,5;9,3;7,5;8,6;8,1;5;7,5;8,2;9;8,6;Fase 2 ;-1;Boa entrega;Boas notas;Boa integração;Não;Promovido fase
2022;RA-95;5;L;Aluno-95;17;Feminino;2022;Escola Pública;Agata;6,3;4;8,3;6,6;7,5;4,8;6,3;5;6,8;6;8;0,5;Fase 7 ;-2;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2024;RA-49;8;8E;Aluno-49;19;Feminino;2022;Privada - Pagamento por *Empresa Parceira;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5;6,2;6,4;6,6;Fase 8 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Alocado fase anterior
2023;RA-514;1;1A;Aluno-514;12;Feminino;2022;Pública;Quartzo;5,8;3;7,9;7,5;2,5;5,5;5,9;5;5;4,2;6,8;5,5;Fase 2 ;-1;Boa entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2024;RA-21;8;8E;Aluno-21;20;Masculino;2022;Privada - Pagamento por *Empresa Parceira;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5;6,2;6,4;6,6;Fase 8 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Alocado fase anterior
2022;RA-104;4;A;Aluno-104;18;Masculino;2022;Escola Pública;Agata;6,3;4;7,9;8,7;7,5;3,7;6,7;2,5;6,9;4,8;5,8;0,3;Fase 8 ;-4;Boa entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2023;RA-699;1;1A;Aluno-699;10;Masculino;2022;Pública;Agata;6,4;3;8,5;8,3;3,8;6;6,2;5;5,8;5,7;6,2;6,1;Fase 2 ;-1;Boa entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2023;RA-678;1;1B;Aluno-678;10;Masculino;2022;Pública;Ametista;7,6;3;8;8,8;6,3;7,3;8,3;5;7,7;6,8;7,7;7,4;Fase 2 ;-1;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2022;RA-114;4;A;Aluno-114;16;Masculino;2022;Escola Pública;Quartzo;5,9;4;7,9;6,3;7,5;5,3;5;5;5,4;6;4,5;5,4;Fase 6 ;-2;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2022;RA-117;4;B;Aluno-117;15;Feminino;2022;Escola Pública;Agata;6,7;4;7,9;6,3;6,9;6,1;7,4;5;7,6;4,7;6,7;7;Fase 5 ;-1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
2024;RA-17;8;8E;Aluno-17;22;Masculino;2022;Privada - Pagamento por *Empresa Parceira;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5;6,2;6,4;6,6;Fase 8 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Alocado fase anterior
2024;RA-29;8;8E;Aluno-29;19;Masculino;2022;Privada - Pagamento por *Empresa Parceira;Quartzo;3,7;0;6,8;0;0;6,4;3,7;10;2,5;6,2;6,4;6,6;Fase 8 ;0;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Alocado fase anterior
2023;RA-533;1;1B;Aluno-533;12;Masculino;2022;Pública;Ametista;7,4;3;9;9,3;7,5;5,8;7,6;5;7,5;4,8;6,7;5,9;Fase 2 ;-1;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2023;RA-807;0;ALFA Q - G2/G3;Aluno-807;9;Masculino;2022;Pública;Ametista;7,9;2;9,5;9,1;7,5;8;8,1;5;6,2;8,3;7,7;8;Fase 1 ;-1;Boa entrega;Boas notas;Boa integração;Não;Promovido fase
2023;RA-835;0;ALFA V - G0/G1;Aluno-835;8;Masculino;2022;Pública;Topázio;8,2;2;8;8,5;7,5;8,7;7,8;10;6,9;8,5;8,9;8,7;Fase 0 ;0;Boa entrega;Boas notas;Boa integração;Não;Promovido com bolsa
2022;RA-74;5;C;Aluno-74;16;Masculino;2022;Escola Pública;Quartzo;5;4;9,6;3,3;7,5;2;5,8;5;5,7;6;0;0;Fase 6 ;-1;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2022;RA-73;5;C;Aluno-73;17;Feminino;2022;Escola Pública;Quartzo;5,3;4;7,1;3;7,5;3,3;7,3;5;6,2;4,5;3;2,3;Fase 7 ;-2;Melhorar entrega;Empenhar mais;Integra-se mais;Não;Manter fase atual
2022;RA-72;5;C;Aluno-72;17;Feminino;2022;Escola Pública;Ametista;7,6;4;8,3;7,5;7,5;7,8;8,7;5;7,2;7,5;7,8;8;Fase 7 ;-2;Boa entrega;Boas notas;Boa integração;Sim;Promovido fase
2022;RA-14;7;D;Aluno-14;21;Masculino;2022;Escola Pública;Agata;6,8;4;7,9;8,3;7,5;4;7,8;5;7,4;8;0;4;Fase 8 ;-1;Boa entrega;Empenhar mais;Boa integração;Não;Promovido fase
2022;RA-15;7;D;Aluno-15;18;Masculino;2022;Escola Pública;Ametista;7,8;4;8,8;10;7,5;7,3;7,3;5;7,5;8;6,5;7,4;Fase 8 ;-1;Boa entrega;Empenhar mais;Integra-se mais;Não;Promovido fase
2022;RA-16;7;D;Aluno-16;19;Masculino;2022;Escola Pública;Agata;6,1;4;7,9;8,3;5;3,5;6,3;5;6,9;7;0;3,5;Fase 8 ;-1;Boa entrega;Empenhar mais;Integra-se mais;Não;Manter atual com bolsa
